"CAMPUS","FID_1","OBJECTID_1","OBJECTID","DISTRICT","DISTNAME","CAMPNAME","STREET_MAI","CITY_MAIL","ZIP_MAIL","STREET","CITY","ZIP","COUNTY","CNTYNAME","REGION","GRADERANGE","GRADEGRP","VERIFY","INSTR_TYPE","STREET_M_1","OBJECTID_2","JURISDICTI","CITY_NAME","JURISDIC_1","MODIFIED_F","JURISDIC_2","JURISDIC_3","CREATED_BY","CREATED_DA","MODIFIED_B","MODIFIED_D","AREA","LEN","CPETALLC","C_RATING","CAGC4X18N","CA0C4X18D"
"227,814,001","179","9,246","606","227,814","CHAPARRAL STAR ACADEMY","CHAPARRAL STAR ACADEMY","14046 SUMMIT DR","AUSTIN","78,728","14046 SUMMIT DR","AUSTIN","78,728","227","TRAVIS COUNTY","13","KG 01 02 03 04 05 06 07 08 09 10 11 12","5","1","CHARTER/REGULAR",,"274","412","CITY OF AUSTIN","AUSTIN 2 MILE ETJ","202","2 MILE ETJ","2MILE","BERRYJ",,"berryj","2011 Oct 05 12:00:00 AM","120,886,094.309","65,937.769926","385","A","27","27"
"15,822,009","288","16,982","8,343","15,822","JUBILEE ACADEMIC CENTER","WELLS BRANCH LEADERSHIP ACADEMY","4434 ROLAND","SAN ANTONIO","78,222","15201 BURNET RD","AUSTIN","78,728","15","BEXAR COUNTY","20","PK KG 01 02 03 04 05 06 07 08 09 10 11 12","5","1","REGULAR INSTRUCTIONAL",,"274","412","CITY OF AUSTIN","AUSTIN 2 MILE ETJ","202","2 MILE ETJ","2MILE","BERRYJ",,"berryj","2011 Oct 05 12:00:00 AM","120,886,094.309","65,937.769926","795","D",,
"246,913,106","14","10,630","1,991","246,913","LEANDER ISD","LOIS F GIDDENS EL","1500 TIMBERWOOD DR","CEDAR PARK","78,613","1500 TIMBERWOOD DR","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","581","C",,
"246,913,003","43","16,134","7,495","246,913","LEANDER ISD","VISTA RIDGE H S","200 S VISTA RDG BLVD","LEANDER","78,641","200 S VISTA RDG","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","09 10 11 12","4","0","REGULAR INSTRUCTIONAL",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","2,383","A","530","530"
"246,913,112","44","16,152","7,513","246,913","LEANDER ISD","PATRICIA KNOWLES EL","2101 COUGAR COUNTRY DR","CEDAR PARK","78,613","2101 COUGAR COUNTRY DR","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","596","C",,
"246,913,124","58","17,276","8,637","246,913","LEANDER ISD","OFFICER LEONARD A REED EL","P O BOX 218","LEANDER","78,646","1515 LITTLE ELM TRAIL","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR INSTRUCTIONAL",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","799","B",,
"246,913,122","118","9,014","374","246,913","LEANDER ISD","RONALD REAGAN EL","1700 E PARK ST","CEDAR PARK","78,613","1700 E PARK ST","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","875","B",,
"246,913,121","119","9,173","533","246,913","LEANDER ISD","WESTSIDE EL","300 RYAN JORDAN LN","CEDAR PARK","78,613","300 RYAN JORDAN LN","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","565","B",,
"246,913,043","130","9,987","1,348","246,913","LEANDER ISD","RUNNING BRUSHY MIDDLE","2303 N LAKELINE BLVD","CEDAR PARK","78,613","2303 N LAKELINE BLVD","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","06 07 08","2","0","REGULAR",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","1,227","B",,
"246,913,041","157","14,851","6,212","246,913","LEANDER ISD","CEDAR PARK MIDDLE","2100 SUN CHASE BLVD","CEDAR PARK","78,613","2100 SUN CHASE BLVD","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","06 07 08","2","1","REGULAR",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","1,314","A",,
"246,913,044","164","16,142","7,503","246,913","LEANDER ISD","ARTIE L HENRY MIDDLE","100 N VISTA RDG BLVD","CEDAR PARK","78,613","100 N VISTA RDG BLVD","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","06 07 08","2","0","REGULAR INSTRUCTIONAL",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","1,364","A",,
"246,913,002","386","14,845","6,206","246,913","LEANDER ISD","CEDAR PARK H S","2150 CYPRESS CREEK RD","CEDAR PARK","78,613","2150 CYPRESS CREEK RD","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","09 10 11 12","4","1","REGULAR",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","2,081","A","446","450"
"246,913,105","388","14,901","6,262","246,913","LEANDER ISD","C C MASON EL","1501 N LAKELINE BLVD","CEDAR PARK","78,613","1501 N LAKELINE BLVD","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","624","C",,
"246,913,110","409","9,113","473","246,913","LEANDER ISD","CHARLOTTE COX EL","1001 BRUSHY CREEK RD","CEDAR PARK","78,613","1001 BRUSHY CREEK RD","CEDAR PARK","76,813","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","0","REGULAR",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","528","A",,
"246,913,102","461","14,870","6,231","246,913","LEANDER ISD","ADA MAE FAUBION EL","1209 CYPRESS CREEK RD","CEDAR PARK","78,613","1209 CYPRESS CREEK RD","CEDAR PARK","78,613","246","WILLIAMSON COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"294","400,467,662","CITY OF CEDAR PARK","CEDAR PARK FULL PURPOSE","767","FULL PURPOSE","OCLL","vanderfordb","2014 Mar 31 12:00:00 AM","Parkerr","2016 Jan 26 12:00:00 AM","711,420,657.312","341,037.5504","436","B",,
"246,911,103","2","9,192","552","246,911","TAYLOR ISD","NAOMI PASEMANN EL","2809 N DR","TAYLOR","76,574","2809 N DR","TAYLOR","76,574","246","WILLIAMSON COUNTY","13","01 02 03","1","1","REGULAR",,"317","45","CITY OF TAYLOR","TAYLOR FULL PURPOSE","4,190","FULL PURPOSE","OCLL","BERRYJ","2010 Sep 02 12:00:00 AM","BERRYJ","2010 Sep 02 12:00:00 AM","482,668,592.193","245,022.224003","634","D",,
"246,911,004","71","10,072","1,433","246,911","TAYLOR ISD","EVEN START","3101 N MAIN ST","TAYLOR","76,574","3101 N MAIN ST","TAYLOR","76,574","246","WILLIAMSON COUNTY","13","EE","1","0","ALTERNATIVE INSTRUCTIONAL",,"317","45","CITY OF TAYLOR","TAYLOR FULL PURPOSE","4,190","FULL PURPOSE","OCLL","BERRYJ","2010 Sep 02 12:00:00 AM","BERRYJ","2010 Sep 02 12:00:00 AM","482,668,592.193","245,022.224003",,,,
"246,911,107","173","16,884","8,245","246,911","TAYLOR ISD","TH JOHNSON EL","3100 DUCK LN","TAYLOR","76,574","3100 DUCK LN","TAYLOR","76,574","246","WILLIAMSON COUNTY","13","EE PK KG","1","0","REGULAR INSTRUCTIONAL",,"317","45","CITY OF TAYLOR","TAYLOR FULL PURPOSE","4,190","FULL PURPOSE","OCLL","BERRYJ","2010 Sep 02 12:00:00 AM","BERRYJ","2010 Sep 02 12:00:00 AM","482,668,592.193","245,022.224003","390","D",,
"246,911,102","180","9,257","617","246,911","TAYLOR ISD","MAIN STREET INT","3101 N MAIN ST STE 105","TAYLOR","76,574","3101 N MAIN ST STE 105","TAYLOR","76,574","246","WILLIAMSON COUNTY","13","04 05","1","0","REGULAR",,"317","45","CITY OF TAYLOR","TAYLOR FULL PURPOSE","4,190","FULL PURPOSE","OCLL","BERRYJ","2010 Sep 02 12:00:00 AM","BERRYJ","2010 Sep 02 12:00:00 AM","482,668,592.193","245,022.224003","435","C",,
"246,911,041","186","9,802","1,163","246,911","TAYLOR ISD","TAYLOR MIDDLE","304 CARLOS PARKER BLVD NW","TAYLOR","76,574","304 CARLOS PARKER BLVD NW","TAYLOR","76,574","246","WILLIAMSON COUNTY","13","06 07 08","2","1","REGULAR",,"317","45","CITY OF TAYLOR","TAYLOR FULL PURPOSE","4,190","FULL PURPOSE","OCLL","BERRYJ","2010 Sep 02 12:00:00 AM","BERRYJ","2010 Sep 02 12:00:00 AM","482,668,592.193","245,022.224003","691","D",,
"246,911,001","280","15,453","6,814","246,911","TAYLOR ISD","TAYLOR H S","355 FM 973","TAYLOR","76,574","355 FM 973","TAYLOR","76,574","246","WILLIAMSON COUNTY","13","09 10 11 12","4","1","REGULAR",,"317","45","CITY OF TAYLOR","TAYLOR FULL PURPOSE","4,190","FULL PURPOSE","OCLL","BERRYJ","2010 Sep 02 12:00:00 AM","BERRYJ","2010 Sep 02 12:00:00 AM","482,668,592.193","245,022.224003","841","C","242","257"
"227,907,109","291","17,214","8,575","227,907","MANOR ISD","SHADOWGLEN EL","12000 SHADOWGLEN TRACE","MANOR","78,653","12000 SHADOWGLEN TRACE","MANOR","78,653","227","TRAVIS COUNTY","13","EE PK KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"365","143","CITY OF MANOR","MANOR ETJ","2,646","ETJ","OETJ","BERRYJ",,"meekss","2017 Dec 14 12:00:00 AM","58,882,871.777","55,895.7424546","650","C",,
"11,901,022","42","15,631","6,992","11,901","BASTROP ISD","GENESIS H S","1200 CEDAR ST","BASTROP","78,602","1200 CEDAR ST","BASTROP","78,602","11","BASTROP COUNTY","13","09 10 11 12","4","0","ALTERNATIVE INSTRUCTIONAL",,"366","355","CITY OF BASTROP","BASTROP FULL PURPOSE","305","FULL PURPOSE","OCLL","BERRYJ",,"BERRYJ","2011 Feb 23 12:00:00 AM","251,347,146.201","108,242.298845","112","C","114","130"
"11,901,001","64","9,422","782","11,901","BASTROP ISD","BASTROP H S","1614 CHAMBERS ST","BASTROP","78,602","1614 CHAMBERS ST","BASTROP","78,602","11","BASTROP COUNTY","13","09 10 11 12","4","1","REGULAR",,"366","355","CITY OF BASTROP","BASTROP FULL PURPOSE","305","FULL PURPOSE","OCLL","BERRYJ",,"BERRYJ","2011 Feb 23 12:00:00 AM","251,347,146.201","108,242.298845","1,466","B","289","292"
"11,901,102","127","9,665","1,026","11,901","BASTROP ISD","MINA EL","1203 HILL ST","BASTROP","78,602","1203 HILL ST","BASTROP","78,602","11","BASTROP COUNTY","13","EE PK KG 01 02 03 04","1","1","REGULAR",,"366","355","CITY OF BASTROP","BASTROP FULL PURPOSE","305","FULL PURPOSE","OCLL","BERRYJ",,"BERRYJ","2011 Feb 23 12:00:00 AM","251,347,146.201","108,242.298845","650","B",,
"11,901,041","185","9,663","1,024","11,901","BASTROP ISD","BASTROP MIDDLE","709 OLD AUSTIN HWY","BASTROP","78,602","709 OLD AUSTIN HWY","BASTROP","78,602","11","BASTROP COUNTY","13","07 08","3","1","REGULAR",,"366","355","CITY OF BASTROP","BASTROP FULL PURPOSE","305","FULL PURPOSE","OCLL","BERRYJ",,"BERRYJ","2011 Feb 23 12:00:00 AM","251,347,146.201","108,242.298845","820","C",,
"11,901,005","240","16,972","8,333","11,901","BASTROP ISD","COLORADO RIVER COLLEGIATE ACADEMY","906 FARM ST","BASTROP","78,602","1602 HILL ST","BASTROP","78,602","11","BASTROP COUNTY","13","09 10 11 12","4","1","REGULAR INSTRUCTIONAL",,"366","355","CITY OF BASTROP","BASTROP FULL PURPOSE","305","FULL PURPOSE","OCLL","BERRYJ",,"BERRYJ","2011 Feb 23 12:00:00 AM","251,347,146.201","108,242.298845","206","A",,
"11,901,104","304","9,440","800","11,901","BASTROP ISD","BASTROP INT","509 OLD AUSTIN HWY","BASTROP","78,602","509 OLD AUSTIN HWY","BASTROP","78,602","11","BASTROP COUNTY","13","05 06","2","1","REGULAR",,"366","355","CITY OF BASTROP","BASTROP FULL PURPOSE","305","FULL PURPOSE","OCLL","BERRYJ",,"BERRYJ","2011 Feb 23 12:00:00 AM","251,347,146.201","108,242.298845","825","C",,
"11,901,101","357","9,431","791","11,901","BASTROP ISD","EMILE EL","601 MLK","BASTROP","78,602","601 MLK","BASTROP","78,602","11","BASTROP COUNTY","13","EE PK KG 01 02 03 04","1","1","REGULAR",,"366","355","CITY OF BASTROP","BASTROP FULL PURPOSE","305","FULL PURPOSE","OCLL","BERRYJ",,"BERRYJ","2011 Feb 23 12:00:00 AM","251,347,146.201","108,242.298845","707","D",,
"105,906,115","479","16,697","8,058","105,906","HAYS CISD","CARPENTER HILL EL","4410 RR 967","BUDA","78,610","4410 RR 967","BUDA","78,610","105","HAYS COUNTY","13","KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"379","400,616,284","CITY OF BUDA","BUDA ETJ","626","ETJ","OETJ","meekss","2017 Mar 23 12:00:00 AM","meekss","2017 Mar 24 12:00:00 AM","369,294,841.014","320,817.596713","632","B",,
"105,906,101","80","13,380","4,741","105,906","HAYS CISD","KYLE EL","P O BOX 369","KYLE","78,640","500 W BLANCO","KYLE","78,640","105","HAYS COUNTY","13","EE KG 01 02 03 04 05","1","1","REGULAR",,"382","400,616,113","CITY OF KYLE","KYLE FULL PURPOSE","2,285","FULL PURPOSE","OCLL","meekss","2017 Mar 22 12:00:00 AM","meekss","2017 Mar 24 12:00:00 AM","842,650,308.096","457,198.722409","634","C",,
"105,906,046","113","16,902","8,263","105,906","HAYS CISD","D J RED SIMON MIDDLE","3839 E FM 150","KYLE","78,640","3839 E FM 150","KYLE","78,640","105","HAYS COUNTY","13","06 07 08","2","0","REGULAR INSTRUCTIONAL",,"382","400,616,113","CITY OF KYLE","KYLE FULL PURPOSE","2,285","FULL PURPOSE","OCLL","meekss","2017 Mar 22 12:00:00 AM","meekss","2017 Mar 24 12:00:00 AM","842,650,308.096","457,198.722409","757","D",,
"105,906,108","177","9,154","514","105,906","HAYS CISD","SUSIE FUENTES EL","901 GOFORTH","KYLE","78,640","901 GOFORTH","KYLE","78,640","105","HAYS COUNTY","13","EE KG 01 02 03 04 05","1","0","REGULAR",,"382","400,616,113","CITY OF KYLE","KYLE FULL PURPOSE","2,285","FULL PURPOSE","OCLL","meekss","2017 Mar 22 12:00:00 AM","meekss","2017 Mar 24 12:00:00 AM","842,650,308.096","457,198.722409","627","B",,
"105,906,116","242","8,892","252","105,906","HAYS CISD","RALPH PFLUGER EL","4951 MARSH LN","BUDA","78,610","4951 MARSH LN","BUDA","78,610","105","HAYS COUNTY","13","EE KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"382","400,616,113","CITY OF KYLE","KYLE FULL PURPOSE","2,285","FULL PURPOSE","OCLL","meekss","2017 Mar 22 12:00:00 AM","meekss","2017 Mar 24 12:00:00 AM","842,650,308.096","457,198.722409","701","B",,
"105,906,044","256","10,580","1,941","105,906","HAYS CISD","LAURA B WALLACE MIDDLE","1500 W CENTER ST","KYLE","78,640","1500 W CENTER ST","KYLE","78,640","105","HAYS COUNTY","13","06 07 08","2","0","REGULAR",,"382","400,616,113","CITY OF KYLE","KYLE FULL PURPOSE","2,285","FULL PURPOSE","OCLL","meekss","2017 Mar 22 12:00:00 AM","meekss","2017 Mar 24 12:00:00 AM","842,650,308.096","457,198.722409","800","C",,
"105,906,111","284","16,252","7,613","105,906","HAYS CISD","LAURA B NEGLEY EL","5940 MCNAUGHTON","KYLE","78,640","5940 MCNAUGHTON","KYLE","78,640","105","HAYS COUNTY","13","EE KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"382","400,616,113","CITY OF KYLE","KYLE FULL PURPOSE","2,285","FULL PURPOSE","OCLL","meekss","2017 Mar 22 12:00:00 AM","meekss","2017 Mar 24 12:00:00 AM","842,650,308.096","457,198.722409","805","A",,
"105,906,112","285","16,266","7,627","105,906","HAYS CISD","SCIENCE HALL EL","1510 BEBEE RD","KYLE","78,640","1510 BEBEE RD","KYLE","78,640","105","HAYS COUNTY","13","PK KG 01 02 03 04 05","1","0","REGULAR INSTRUCTIONAL",,"382","400,616,113","CITY OF KYLE","KYLE FULL PURPOSE","2,285","FULL PURPOSE","OCLL","meekss","2017 Mar 22 12:00:00 AM","meekss","2017 Mar 24 12:00:00 AM","842,650,308.096","457,198.722409","564","B",,
"105,906,005","395","16,251","7,612","105,906","HAYS CISD","LEHMAN H S","1700 LEHMAN RD","KYLE","78,640","1700 LEHMAN RD","KYLE","78,640","105","HAYS COUNTY","13","09 10 11 12","4","1","REGULAR INSTRUCTIONAL",,"382","400,616,113","CITY OF KYLE","KYLE FULL PURPOSE","2,285","FULL PURPOSE","OCLL","meekss","2017 Mar 22 12:00:00 AM","meekss","2017 Mar 24 12:00:00 AM","842,650,308.096","457,198.722409","2,634","B","457","524"
"105,906,110","404","8,920","280","105,906","HAYS CISD","TOBIAS EL","1005 E FM150","KYLE","78,640","1005 E FM 150","KYLE","78,640","105","HAYS COUNTY","13","EE KG 01 02 03 04 05","1","0","REGULAR",,"382","400,616,113","CITY OF KYLE","KYLE FULL PURPOSE","2,285","FULL PURPOSE","OCLL","meekss","2017 Mar 22 12:00:00 AM","meekss","2017 Mar 24 12:00:00 AM","842,650,308.096","457,198.722409","610","C",,
"227,806,031","246","9,221","581","227,806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCH","OLYMPIA HILLS","P O BOX 7667","AUSTIN","78,713","2122 GREEN MEADOWS","BUDA","78,610","227","TRAVIS COUNTY","13","KG 01 02 03 04 05 06 07 08 09 10 11 12","5",,"REGULAR INSTRUCTIONAL",,"384","331","CITY OF BUDA","BUDA FULL PURPOSE","625","FULL PURPOSE","OCLL","BERRYJ",,"meekss","2017 Mar 24 12:00:00 AM","244,417,616.138","228,125.872847","23","A",,
"105,906,107","297","9,149","509","105,906","HAYS CISD","ELM GROVE EL","801 FM 1626","BUDA","78,610","801 FM 1626","BUDA","78,610","105","HAYS COUNTY","13","EE KG 01 02 03 04 05","1","0","REGULAR",,"384","331","CITY OF BUDA","BUDA FULL PURPOSE","625","FULL PURPOSE","OCLL","BERRYJ",,"meekss","2017 Mar 24 12:00:00 AM","244,417,616.138","228,125.872847","875","A",,
"105,906,103","313","13,388","4,749","105,906","HAYS CISD","TOM GREEN EL","1301 OLD GOFORTH RD","BUDA","78,610","1301 OLD GOFORTH RD","BUDA","78,610","105","HAYS COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"384","331","CITY OF BUDA","BUDA FULL PURPOSE","625","FULL PURPOSE","OCLL","BERRYJ",,"meekss","2017 Mar 24 12:00:00 AM","244,417,616.138","228,125.872847","753","B",,
"105,906,043","337","15,966","7,327","105,906","HAYS CISD","ERIC DAHLSTROM MIDDLE","3600 F M 967","BUDA","78,610","3600 F M 967","BUDA","78,610","105","HAYS COUNTY","13","06 07 08","2","1","REGULAR INSTRUCTIONAL",,"384","331","CITY OF BUDA","BUDA FULL PURPOSE","625","FULL PURPOSE","OCLL","BERRYJ",,"meekss","2017 Mar 24 12:00:00 AM","244,417,616.138","228,125.872847","785","A",,
"105,906,106","432","13,393","4,754","105,906","HAYS CISD","BUDA EL","P O BOX 1290","BUDA","78,610","300 SAN MARCOS","BUDA","78,610","105","HAYS COUNTY","13","EE PK KG 01 02 03 04 05","1","1","REGULAR",,"384","331","CITY OF BUDA","BUDA FULL PURPOSE","625","FULL PURPOSE","OCLL","BERRYJ",,"meekss","2017 Mar 24 12:00:00 AM","244,417,616.138","228,125.872847","601","C",,
"57,804,006","55","17,055","8,416","57,804","TEXANS CAN ACADEMIES","AUSTIN CAN ACADEMY","325 W 12TH STE 200","DALLAS","75,208","2406 ROSEWOOD AVE","AUSTIN","78,702","57","DALLAS COUNTY","10","09 10 11 12","4","1","ALTERNATIVE INSTRUCTIONAL",,"397","34","CITY OF AUSTIN","AUSTIN FULL PURPOSE","210","FULL PURPOSE","FULL","BERRYJ",,"meekss","2018 Oct 01 12:00:00 AM","7,747,420,406.91","2,048,919.54227","405","D","106","245"
"72,801,128","166","16,539","7,900","72,801","PREMIER HIGH SCHOOLS","PREMIER H S OF NORTH AUSTIN","P O BOX 292730","LEWISVILLE","75,029","1835-A KRAMER LN STE 600","AUSTIN","78,758","72","ERATH COUNTY","11","06 07 08 09 10 11 12","5","1","ALTERNATIVE INSTRUCTIONAL",,"397","34","CITY OF AUSTIN","AUSTIN FULL PURPOSE","210","FULL PURPOSE","FULL","BERRYJ",,"meekss","2018 Oct 01 12:00:00 AM","7,747,420,406.91","2,048,919.54227","75","A","18","29"
"72,801,113","341","16,517","7,878","72,801","PREMIER HIGH SCHOOLS","PREMIER H S OF AUSTIN","P O BOX 292730","LEWISVILLE","75,029","1701 W BEN WHITE #100A","AUSTIN","78,704","72","ERATH COUNTY","11","06 07 08 09 10 11 12","5","1","ALTERNATIVE INSTRUCTIONAL",,"397","34","CITY OF AUSTIN","AUSTIN FULL PURPOSE","210","FULL PURPOSE","FULL","BERRYJ",,"meekss","2018 Oct 01 12:00:00 AM","7,747,420,406.91","2,048,919.54227","164","A","23","46"
"105,802,101","241","17,178","8,539","105,802","TEXAS PREPARATORY SCHOOL","TEXAS PREPARATORY SCHOOL - AUSTIN CAMPUS","P O BOX 1643","SAN MARCOS","78,667","7540 ED BLUESTEIN","AUSTIN","78,723","105","HAYS COUNTY","13","KG 01 02 03 04 05 06","1","1","REGULAR INSTRUCTIONAL",,"397","34","CITY OF AUSTIN","AUSTIN FULL PURPOSE","210","FULL PURPOSE","FULL","BERRYJ",,"meekss","2018 Oct 01 12:00:00 AM","7,747,420,406.91","2,048,919.54227","108","F",,
"108,807,035","115","17,184","8,545","108,807","IDEA PUBLIC SCHOOLS","IDEA ALLAN COLLEGE PREPARATORY","220 FOREMOST DR","AUSTIN","78,745","220 FOREMOST DR","AUSTIN","78,745","108","HIDALGO COUNTY","1","06 07","2","1","REGULAR INSTRUCTIONAL",,"397","34","CITY OF AUSTIN","AUSTIN FULL PURPOSE","210","FULL PURPOSE","FULL","BERRYJ",,"meekss","2018 Oct 01 12:00:00 AM","7,747,420,406.91","2,048,919.54227","739","A",,
"108,807,135","483","17,189","8,550","108,807","IDEA PUBLIC SCHOOLS","IDEA ALLAN ACADEMY","220 FOREMOST DR","AUSTIN","78,745","220 FOREMOST DR","AUSTIN","78,745","108","HIDALGO COUNTY","1","KG 01 02 03","1","1","REGULAR INSTRUCTIONAL",,"397","34","CITY OF AUSTIN","AUSTIN FULL PURPOSE","210","FULL PURPOSE","FULL","BERRYJ",,"meekss","2018 Oct 01 12:00:00 AM","7,747,420,406.91","2,048,919.54227","717","B",,
"221,801,048","236","16,799","8,160","221,801","TEXAS COLLEGE PREPARATORY ACADEMIES","VISTA ACADEMY OF AUSTIN-MUELLER","P O BOX 292730","LEWISVILLE","75,029","1504 E 51ST ST BUILDING E","AUSTIN","78,723","221","TAYLOR COUNTY","14","PK KG 01 02 03 04 05 06 07 08 09 10 11 12","5","1","REGULAR INSTRUCTIONAL",,"397","34","CITY OF AUSTIN","AUSTIN FULL PURPOSE","210","FULL PURPOSE","FULL","BERRYJ",,"meekss","2018 Oct 01 12:00:00 AM","7,747,420,406.91","2,048,919.54227","163","A",,
"227,506,001","346","17,105","8,466","227,506","UNIVERSITY OF TEXAS AT AUSTIN H S","UNIVERSITY OF TEXAS AT AUSTIN H S","P O BOX 7700","AUSTIN","78,713","2901 N IH-35","AUSTIN","78,722","227","TRAVIS COUNTY","13","09 10 11 12","4","0","REGULAR INSTRUCTIONAL",,"397","34","CITY OF AUSTIN","AUSTIN FULL PURPOSE","210","FULL PURPOSE","FULL","BERRYJ",,"meekss","2018 Oct 01 12:00:00 AM","7,747,420,406.91","2,048,919.54227",,,,
"227,801,002","466","15,744","7,105","227,801","AMERICAN YOUTHWORKS CHARTER SCHOOL","AMERICAN YOUTHWORKS SERVICE LEARNING ACADE","1901 E BEN WHITE BLVD","AUSTIN","78,741","1901 E BEN WHITE BLVD","AUSTIN","78,741","227","TRAVIS COUNTY","13","09 10 11 12","4","1","CHARTER/ALTERNATIVE INSTRUCTIO",,"397","34","CITY OF AUSTIN","AUSTIN FULL PURPOSE","210","FULL PURPOSE","FULL","BERRYJ",,"meekss","2018 Oct 01 12:00:00 AM","7,747,420,406.91","2,048,919.54227",,,,
"227,803,001","57","17,106","8,467","227,803","WAYSIDE SCHOOLS","SCI-TECH PREPARATORY","6405 S IH 35","AUSTIN","78,744","6405 S IH 35","AUSTIN","78,744","227","TRAVIS COUNTY","13","07 08 09 10 11 12","4","1","REGULAR INSTRUCTIONAL",,"397","34","CITY OF AUSTIN","AUSTIN FULL PURPOSE","210","FULL PURPOSE","FULL","BERRYJ",,"meekss","2018 Oct 01 12:00:00 AM","7,747,420,406.91","2,048,919.54227","597","C","19","20"
